Player Id,Position,Current Status,Experience
2522186,NULL,Retired,1
2503352,NULL,Retired,2
2504740,NULL,Retired,11
2520000,NULL,Retired,1
2530596,NULL,Retired,1
2506603,NULL,Retired,1
2519931,NULL,Retired,6
2522398,NULL,Retired,4
2500607,NULL,Retired,2
2540244,NULL,Retired,1
2523654,NULL,Retired,1
2527113,NULL,Retired,1
2514881,NULL,Retired,3
2540292,C,Active,5
2522628,NULL,Retired,9
2502643,NULL,Retired,7
2517601,NULL,Retired,7
2511068,NULL,Retired,2
2555353,OG,Active,2
2527149,NULL,Retired,4
2504623,NULL,Retired,9
2506029,OLB,Unsigned free agent,14
2499982,NULL,Retired,1
2550640,NULL,Retired,2
2534789,RB,Unsigned free agent,4
2550575,NT,Active,4
2508566,NULL,Retired,1
2510974,NULL,Retired,1
2523012,NULL,Retired,8
2514834,NULL,Retired,6
2514350,NULL,Retired,3
2559126,DB,Active,0
2514016,NULL,Retired,8
2499365,NULL,Retired,7
2535842,G,Active,5
2495851,NULL,Retired,10
2495171,C,Active,7
2518602,NULL,Retired,4
2552347,OG,Active,1
2514289,NULL,Retired,2
2508795,NULL,Retired,3
2543794,TE,Active,4
2513524,NULL,Retired,1
2527362,NULL,Retired,10
2531235,NULL,Retired,1
2522777,NULL,Retired,5
2556760,RB,Active,1
2509186,NULL,Retired,2
2515956,NULL,Retired,1
2510896,NULL,Retired,1
2503971,NULL,Retired,12
2508270,NULL,Retired,1
2523822,NULL,Retired,10
2512931,NULL,Retired,2
2519483,NULL,Retired,11
2523279,NULL,Retired,0
2506646,NULL,Retired,4
2503299,NULL,Retired,9
2514698,NULL,Retired,0
2504007,NULL,Retired,1
2531075,NULL,Retired,1
2509333,NULL,Retired,1
2528080,NULL,Retired,5
2523184,NULL,Retired,2
2506069,NULL,Retired,1
2553499,WR,Active,2
2524234,NULL,Retired,0
2507079,NULL,Retired,5
2555131,OG,Active,2
2495444,NULL,Retired,2
2522331,NULL,Retired,1
2303,NULL,Retired,3
2527106,NULL,Retired,5
2514766,NULL,Retired,2
2519016,NULL,Retired,12
2508300,NULL,Retired,3
2515568,NULL,Retired,0
2499579,NULL,Retired,7
2518380,NULL,Retired,2
2507702,NULL,Retired,1
2512903,NULL,Retired,2
2501300,NULL,Retired,2
2502860,NULL,Retired,11
2505716,NULL,Retired,2
2495326,NULL,Retired,4
2508373,NULL,Retired,4
2507138,NULL,Retired,1
2506805,NULL,Retired,2
2506471,NULL,Retired,3
2505117,NULL,Retired,2
2515102,NULL,Retired,1
2512405,NULL,Retired,14
2522652,NULL,Retired,4
2517375,NULL,Retired,13
2520066,NULL,Retired,1
2508337,NULL,Retired,2
2513894,NULL,Retired,7
2508828,NULL,Retired,2
2515995,NULL,Retired,3
2522969,NULL,Retired,1
2495330,NULL,Retired,3
2557986,TE,Active,0
2542015,NULL,Retired,1
2559051,DE,Active,0
2506828,NULL,Retired,1
2552487,WR,Active,3
2513638,NULL,Retired,1
2519277,NULL,Retired,10
2511449,NULL,Retired,4
2500963,NULL,Retired,13
2505910,NULL,Retired,6
2558886,TE,Active,0
2505201,NULL,Retired,1
2536032,LB,Active,6
2559294,OG,Active,0
2500279,NULL,Retired,1
2523941,NULL,Retired,1
2500807,NULL,Retired,1
2504607,NULL,Retired,3
2539231,DT,Active,5
2500283,NULL,Retired,2
2501829,NULL,Retired,10
2550565,OLB,Active,4
2504244,NULL,Retired,2
2501362,NULL,Retired,12
2504306,NULL,Retired,5
2519506,NULL,Retired,6
2516001,NULL,Retired,1
2507279,NULL,Retired,3
2506733,NULL,Retired,1
2507549,LS,Active,8
2528455,NULL,Retired,3
2513873,NULL,Retired,5
2519283,NULL,Retired,2
2541837,DB,Active,4
2559035,RB,Active,0
2558297,P,Active,0
2508446,NULL,Retired,1
2514298,NULL,Retired,1
2509016,NULL,Retired,5
2519017,NULL,Retired,5
2522349,NULL,Retired,10
784,NULL,Retired,7
2508685,NULL,Retired,1
2522377,NULL,Retired,3
2529568,NULL,Retired,1
2523051,NULL,Retired,3
2508985,NULL,Retired,9
2512392,NULL,Retired,1
2528369,NULL,Retired,0
2520408,NULL,Retired,6
2502285,NULL,Retired,12
2539292,DT,Active,5
2549896,OLB,Active,4
2522298,NULL,Retired,4
2505657,NULL,Retired,10
2495769,NULL,Retired,6
2518436,NULL,Retired,1
2525016,NULL,Retired,1
2511267,NULL,Retired,1
2522692,NULL,Retired,8
2507991,NULL,Retired,1
2510920,NULL,Retired,2
2522212,NULL,Retired,9
2550218,P,Active,0
2508607,NULL,Retired,0
2543845,OG,Active,4
2550836,NULL,Retired,1
2504246,NULL,Retired,3
2519935,NULL,Retired,2
2550200,NULL,Retired,1
2507780,NT,Active,9
2500690,NULL,Retired,12
2501327,NULL,Retired,4
2511306,NULL,Retired,1
2509236,NULL,Retired,8
2532986,MLB,Active,6
2504718,NULL,Retired,9
2501832,NULL,Retired,11
2521941,NULL,Retired,7
2502424,NULL,Retired,13
2528392,NULL,Retired,4
2523745,NULL,Retired,6
2514832,NULL,Retired,5
2508825,NULL,Retired,1
2523812,NULL,Retired,1
2513863,NULL,Retired,1
2504887,NULL,Retired,4
4255,NULL,Retired,1
2556483,DE,Active,1
2525365,NULL,Retired,1
2543860,DT,Active,4
2519993,NULL,Retired,4
2535834,NULL,Retired,4
2522708,NULL,Retired,2
2555142,OG,Active,2
2507970,NULL,Retired,1
2558175,SAF,Active,0
2557863,WR,Active,0
2499570,NULL,Retired,7
2527068,NULL,Retired,13
2502448,NULL,Retired,8
2503300,NULL,Retired,11
2508963,NULL,Retired,2
2522414,NULL,Retired,2
2559136,DT,Active,0
2527955,NULL,Retired,4
2522522,NULL,Retired,2
2505101,NULL,Retired,12
2506693,NULL,Retired,2
2511114,NULL,Retired,2
2556118,RB,Active,2
2527357,NULL,Retired,6
2550930,ILB,Active,4
2558962,C,Active,0
2507422,NULL,Retired,3
2507471,CB,Unsigned free agent,10
2522424,NULL,Retired,0
2519519,NULL,Retired,1
2514368,NULL,Retired,1
497236,TE,Active,8
2528144,NULL,Retired,2
2558294,LB,Active,0
2528554,NULL,Retired,12
2523212,NULL,Retired,4
2557550,DB,Active,1
2507501,NULL,Retired,1
2514741,NULL,Retired,7
2523686,NULL,Retired,1
2501420,NULL,Retired,1
2512586,NULL,Retired,1
2514330,NULL,Retired,4
2515716,NULL,Retired,5
2522470,NULL,Retired,1
2503466,NULL,Retired,4
2525026,NULL,Retired,1
2504653,NULL,Retired,11
2527285,NULL,Retired,2
2502838,NULL,Retired,14
2507658,NULL,Retired,2
2501050,NULL,Retired,8
2499566,NULL,Retired,2
2524017,NULL,Retired,2
2509310,NULL,Retired,1
2527004,NULL,Retired,1
2558289,LB,Active,0
2500510,NULL,Retired,10
2506954,NULL,Retired,3
2495537,NULL,Retired,7
496839,NULL,Retired,1
2530690,RB,Unsigned free agent,4
2522340,NULL,Retired,2
2522748,NULL,Retired,2
89774,NULL,Retired,7
2505988,DE,Unsigned free agent,14
2559306,DT,Active,0
2507638,NULL,Retired,6
2557877,DT,Active,0
2505317,NULL,Retired,2
2523039,NULL,Retired,4
2519212,NULL,Retired,1
2503295,NULL,Retired,6
2506138,NULL,Retired,1
497260,NULL,Retired,6
2514768,NULL,Retired,2
2556521,K,Active,2
2520164,NULL,Retired,1
2517436,NULL,Retired,1
2522995,NULL,Retired,NULL
238227,FS,Active,9
2557943,DE,Active,0
2528600,NULL,Retired,3
2500556,NULL,Retired,15
2512932,NULL,Retired,1
2523276,NULL,Retired,2
2527486,NULL,Retired,1
2514345,NULL,Retired,1
2508229,NULL,Retired,6
2557034,WR,Active,1
2500368,NULL,Retired,10
2514632,NULL,Retired,3
2519109,NULL,Retired,2
2504605,NULL,Retired,8
2558025,WR,Active,0
2495793,NULL,Retired,6
2552657,WR,Active,2
2523249,NULL,Retired,3
2525193,NULL,Retired,10
2543565,RB,Active,3
2505700,NULL,Retired,1
2527375,NULL,Retired,8
2527184,NULL,Retired,1
2512796,NULL,Retired,3
2499428,NULL,Retired,4
2512792,NULL,Retired,2
2501040,NULL,Retired,12
2520107,NULL,Retired,1
2499539,NULL,Retired,8
2513472,NULL,Retired,8
2504397,NULL,Retired,1
2508169,NULL,Retired,7
2522615,NULL,Retired,7
2508002,NULL,Retired,1
2503829,NULL,Retired,1
1037899,NULL,Retired,4
2511451,NULL,Retired,3
2506104,NULL,Retired,6
2523139,NULL,Retired,1
2555215,WR,Active,2
758,T,Active,10
2513667,NULL,Retired,8
2550408,NULL,Retired,2
89770,NULL,Retired,4
2552479,WR,Active,1
2524855,NULL,Retired,2
2530553,NULL,Retired,3
2504251,NULL,Retired,10
2558167,QB,Active,0
2506640,NULL,Retired,2
2513690,NULL,Retired,7
2520457,NULL,Retired,2
2495252,OLB,Active,7
2506667,NULL,Retired,3
2519517,NULL,Retired,4
2495819,OG,Unsigned free agent,12
324,TE,Unsigned free agent,10
2532816,T,Active,5
2528356,NULL,Retired,1
2514637,NULL,Retired,3
2559282,LB,Active,0
2542534,NULL,Retired,0
2500312,NULL,Retired,1
2541848,LB,Active,0
496786,NULL,Retired,4
2522639,NULL,Retired,0
2509344,NULL,Retired,5
2518089,NULL,Retired,3
2521994,NULL,Retired,3
2506921,OLB,Unsigned free agent,12
2519482,NULL,Retired,1
2543670,C,Active,4
2527280,NULL,Retired,4
2505978,NULL,Retired,6
2550464,NULL,Retired,1
2511157,NULL,Retired,3
2501732,NULL,Retired,2
2557837,LB,Active,0
2514136,NULL,Retired,1
2525244,NULL,Retired,2
2509243,NULL,Retired,7
2553796,CB,Active,3
2528598,NULL,Retired,1
2502896,NULL,Retired,1
306,CB,Active,10
2522318,NULL,Retired,3
2523013,NULL,Retired,3
2501851,NULL,Retired,1
2503605,NULL,Retired,10
2550427,NULL,Retired,1
2530669,NULL,Retired,2
2504700,NULL,Retired,8
2523781,NULL,Retired,3
2502868,NULL,Retired,9
2520040,NULL,Retired,1
2501076,NULL,Retired,2
2508804,NULL,Retired,1
2500001,NULL,Retired,1
2503871,NULL,Retired,3
2515991,NULL,Retired,1
2518411,NULL,Retired,3
2553431,DE,Active,3
2514920,NULL,Retired,3
2534853,NULL,Retired,1
2500073,NULL,Retired,3
2515960,NULL,Retired,2
2501556,NULL,Retired,2
2500305,NULL,Retired,6
2511057,NULL,Retired,1
2501840,NULL,Retired,10
2517442,NULL,Retired,1
2513195,LS,Unsigned free agent,8
2499991,NULL,Retired,23
2534832,FS,Active,6
2528526,NULL,Retired,1
2536078,NULL,Retired,1
2505563,NULL,Retired,2
2500666,NULL,Retired,6
2501007,NULL,Retired,9
2528388,NULL,Retired,1
2518726,NULL,Retired,1
2542021,NULL,Retired,1
2522576,NULL,Retired,1
2520169,NULL,Retired,1
2507917,CB,Unsigned free agent,8
2500665,NULL,Retired,8
89746,OG,Active,9
496849,NULL,Retired,5
2506025,NULL,Retired,11
2499455,NULL,Retired,14
2533051,DT,Active,6
2500395,NULL,Retired,4
2518343,NULL,Retired,1
2522764,NULL,Retired,2
2509388,NULL,Retired,3
2518980,NULL,Retired,4
2541219,NULL,Retired,1
2503585,NULL,Retired,11
2550651,NULL,Retired,2
2501341,NULL,Retired,7
2521937,NULL,Retired,9
2508785,NULL,Retired,4
2529490,NULL,Retired,0
2535697,NULL,Retired,1
2504518,NULL,Retired,1
2512468,NULL,Retired,1
2507135,NULL,Retired,1
2513876,NULL,Retired,2
2513433,NULL,Retired,1
2511195,NULL,Retired,4
2558123,RB,Active,0
2501055,NULL,Retired,2
2559377,LB,Active,0
238498,WR,Active,9
2519566,NULL,Retired,5
2511466,NULL,Retired,1
2519479,NULL,Retired,4
2511476,NULL,Retired,5
2514332,NULL,Retired,2
2533062,CB,Active,6
2506215,NULL,Retired,2
2503374,NULL,Retired,6
2558861,RB,Active,0
2521929,NULL,Retired,4
2499992,NULL,Retired,3
2509383,NULL,Retired,2
2524262,NULL,Retired,4
2529574,NULL,Retired,16
2512386,NULL,Retired,3
2556402,DB,Active,2
2523925,NULL,Retired,1
2507987,NULL,Retired,2
2559354,OT,Active,0
496919,NULL,Retired,3
2511442,NULL,Retired,1
2523265,NULL,Retired,2
2553236,OT,Active,1
2505689,NULL,Retired,8
2509173,NULL,Retired,6
2509131,NULL,Retired,10
2522736,NULL,Retired,1
2519969,NULL,Retired,1
2501003,NULL,Retired,3
2500966,NULL,Retired,1
2508651,NULL,Retired,4
2507475,NULL,Retired,4
2512443,NULL,Retired,1
2501444,NULL,Retired,18
2539244,NULL,Retired,1
2515675,NULL,Retired,7
2505650,NULL,Retired,1
2520033,NULL,Retired,7
2500852,NULL,Retired,1
2506822,NULL,Retired,0
2522240,NULL,Retired,3
2543563,OLB,Active,4
2531242,NULL,Retired,1
2505694,NULL,Retired,2
2504330,NULL,Retired,9
2502269,NULL,Retired,15
2495926,NULL,Retired,7
2550484,NULL,Retired,1
2506183,NULL,Retired,1
2507377,NULL,Retired,2
2522291,NULL,Retired,1
2509011,NULL,Retired,1
2518136,NULL,Retired,3
2503586,NULL,Retired,1
2501071,NULL,Retired,1
2504168,NULL,Retired,3
2558957,DB,Active,0
2518077,NULL,Retired,1
2523965,NULL,Retired,1
2502486,NULL,Retired,8
2540234,NULL,Retired,2
2512770,NULL,Retired,10
2531178,NULL,Retired,1
2495281,ILB,Active,7
2530478,NULL,Retired,1
2553649,NULL,Retired,1
2501646,NULL,Retired,5
2543769,OLB,Active,4
2552255,CB,Active,3
2505467,NULL,Retired,11
2517167,NULL,Retired,1
2507840,NULL,Retired,1
2500276,NULL,Retired,9
2534544,NULL,Retired,2
2501458,NULL,Retired,9
2527167,NULL,Retired,2
496792,NULL,Retired,6
2524247,NULL,Retired,1
2517246,NULL,Retired,8
2500043,NULL,Retired,6
2495761,NULL,Retired,1
2527961,NULL,Retired,4
2528567,NULL,Retired,1
2528214,NULL,Retired,3
2510981,NULL,Retired,7
2509249,NULL,Retired,11
2495227,NULL,Retired,3
2507358,T,Active,9
2513475,NULL,Retired,3
2528524,NULL,Retired,1
2514843,NULL,Retired,2
2495792,NULL,Retired,0
2519959,NULL,Retired,4
2508266,NULL,Retired,1
2495736,NULL,Retired,0
2522496,NULL,Retired,1
2519551,NULL,Retired,1
2504061,NULL,Retired,0
2522889,NULL,Retired,3
2520250,NULL,Retired,3
2522461,NULL,Retired,1
2513590,NULL,Retired,4
2516083,NULL,Retired,4
2515602,NULL,Retired,10
2500679,NULL,Retired,1
2505208,NULL,Retired,10
2520233,NULL,Retired,1
2540217,DB,Active,5
2543611,P,Active,4
2500779,NULL,Retired,1
2500031,NULL,Retired,7
2505094,NULL,Retired,9
2541312,OG,Active,4
2519994,NULL,Retired,3
2532830,NULL,Retired,1
2495458,NULL,Retired,4
2509144,NULL,Retired,6
2508917,NULL,Retired,1
2525196,NULL,Retired,5
2541302,NT,Active,5
2556762,RB,Active,1
2528256,NULL,Retired,12
2507260,NULL,Retired,5
2558927,WR,Active,0
2500404,NULL,Retired,8
2512675,NULL,Retired,2
2558040,OLB,Active,0
2525167,NULL,Retired,4
2505541,NULL,Retired,5
2559008,WR,Active,0
2522809,NULL,Retired,3
2523192,NULL,Retired,0
2514819,NULL,Retired,1
2515874,NULL,Retired,1
2514241,NULL,Retired,8
2515728,NULL,Retired,14
2503540,NULL,Retired,12
2515655,NULL,Retired,8
2517307,NULL,Retired,3
2514970,NULL,Retired,3
2527499,NULL,Retired,4
2527969,NULL,Retired,1
2504270,NULL,Retired,7
2508320,NULL,Retired,3
2555174,FS,Active,1
2527048,NULL,Retired,10
2508333,NULL,Retired,9
2553661,NULL,Retired,1
2524911,NULL,Retired,1
2524140,NULL,Retired,1
2553870,DE,Active,1
2540277,LB,Active,5
79838,NULL,Retired,1
2514952,NULL,Retired,1
2515571,NULL,Retired,1
2507197,NULL,Retired,5
2505967,NULL,Retired,8
2504888,NULL,Retired,1
2555332,QB,Active,2
2514257,NULL,Retired,6
2504897,NULL,Retired,7
2535871,NULL,Retired,1
2524831,NULL,Retired,3
2527254,NULL,Retired,5
2517422,NULL,Retired,3
2556818,TE,Active,2
2558833,FB,Active,0
2552458,WR,Active,3
2521930,NULL,Retired,5
2522584,NULL,Retired,2
2553601,OG,Active,2
2500037,NULL,Retired,7
2522709,NULL,Retired,3
2501035,NULL,Retired,3
2501716,NULL,Retired,12
2504944,NULL,Retired,1
2509349,NULL,Retired,3
844,NULL,Retired,8
2514377,NULL,Retired,4
2552415,WR,Active,3
2518359,NULL,Retired,1
2559283,CB,Active,0
2540268,WR,Active,3
2512794,NULL,Retired,1
2558116,RB,Active,0
2555517,NT,Active,2
2495120,NULL,Retired,3
2505883,NULL,Retired,3
2522442,NULL,Retired,7
2523718,NULL,Retired,1
2542069,NULL,Retired,2
2502379,NULL,Retired,13
2527391,NULL,Retired,6
2557962,NT,Active,0
2514088,NULL,Retired,1
2515075,NULL,Retired,1
2523304,NULL,Retired,1
2522189,NULL,Retired,3
71483,NULL,Retired,2
2509273,NULL,Retired,4
2527039,NULL,Retired,1
2539303,FB,Unsigned free agent,5
2503556,NULL,Retired,8
2540139,T,Active,5
2500641,NULL,Retired,2
2525070,NULL,Retired,1
2516032,NULL,Retired,3
2500307,NULL,Retired,1
2513721,NULL,Retired,1
2508014,NULL,Retired,6
2522469,NULL,Retired,1
2524046,NULL,Retired,4
2508587,NULL,Retired,1
2513624,NULL,Retired,2
2515020,NULL,Retired,0
2507726,NULL,Retired,0
2558964,FB,Active,0
2502567,NULL,Retired,10
2520045,NULL,Retired,1
2513913,NULL,Retired,2
2519266,NULL,Retired,3
2499549,NULL,Retired,7
2504199,NULL,Retired,4
2519515,NULL,Retired,8
2511099,NULL,Retired,12
2523119,NULL,Retired,2
2556628,OT,Active,1
2507900,NULL,Retired,2
2519205,NULL,Retired,6
2502483,NULL,Retired,9
2555198,OT,Active,2
228,NULL,Retired,5
2499970,NULL,Retired,2
2506049,NULL,Retired,7
2524093,NULL,Retired,1
2514811,NULL,Retired,1
2507178,NULL,Retired,6
2555218,RB,Active,2
2518232,NULL,Retired,1
2502270,NULL,Retired,1
2507775,NULL,Retired,3
2504146,NULL,Retired,6
2542001,NULL,Retired,1
2522082,NULL,Retired,1
2502895,NULL,Retired,9
2555348,WR,Active,2
2527436,NULL,Retired,1
2552374,RB,Active,3
2505875,NULL,Retired,2
2495450,WR,Active,7
2518640,NULL,Retired,3
2503989,NULL,Retired,8
2523836,NULL,Retired,1
71353,FS,Unsigned free agent,9
2541814,NULL,Retired,3
2522893,NULL,Retired,1
2558007,DT,Active,0
2507805,NULL,Retired,2
2520162,NULL,Retired,1
2556700,TE,Active,1
2559344,DB,Active,0
2505906,NULL,Retired,6
2514351,NULL,Retired,1
2543456,DE,Active,4
1706,NULL,Retired,8
2515781,NULL,Retired,2
2512592,NULL,Retired,1
2522888,NULL,Retired,1
2508009,NULL,Retired,1
2523668,NULL,Retired,8
2520255,NULL,Retired,7
2518445,NULL,Retired,3
2511060,NULL,Retired,2
496941,MLB,Unsigned free agent,6
2495868,NULL,Retired,6
2527177,NULL,Retired,2
2522128,NULL,Retired,1
2525069,NULL,Retired,2
2508856,NULL,Retired,2
2553112,K,Active,3
2524193,NULL,Retired,1
2522705,NULL,Retired,0
2499514,NULL,Retired,3
2553726,SS,Active,2
2499987,NULL,Retired,1
2525129,NULL,Retired,1
2501446,NULL,Retired,1
2502403,NULL,Retired,1
2520021,NULL,Retired,1
2539259,OG,Active,5
2524132,NULL,Retired,3
2552672,DT,Active,3
2550348,NULL,Retired,1
2506995,NULL,Retired,1
2555167,OLB,Active,2
2535957,NULL,Retired,1
2517503,NULL,Retired,8
2504960,NULL,Retired,6
2520438,NULL,Retired,2
2543622,C,Active,4
2524138,NULL,Retired,1
2550606,OT,Active,2
2507806,NULL,Retired,4
2518227,NULL,Retired,1
2557906,OLB,Active,0
2495927,NULL,Retired,3
2508937,NULL,Retired,1
2508799,NULL,Retired,2
2542274,NULL,Retired,1
2534782,NULL,Retired,2
2553764,NT,Active,3
2515838,NULL,Retired,5
2529537,NULL,Retired,1
2515132,NULL,Retired,5
2499357,NULL,Retired,14
2514666,NULL,Retired,2
2518728,NULL,Retired,9
2502353,NULL,Retired,3
2525315,NULL,Retired,6
2558138,RB,Active,0
2500272,NULL,Retired,2
2528608,NULL,Retired,1
2505038,NULL,Retired,6
2511448,NULL,Retired,1
2525094,NULL,Retired,1
2520119,NULL,Retired,2
2512808,NULL,Retired,1
2522849,NULL,Retired,2
2541696,SS,Active,2
2530981,NULL,Retired,1
2525131,NULL,Retired,1
2509103,NULL,Retired,12
2559224,LB,Active,0
2522844,NULL,Retired,5
2500670,NULL,Retired,2
2525285,NULL,Retired,1
2499418,NULL,Retired,2
2509308,NULL,Retired,7
2513965,NULL,Retired,8
2500853,NULL,Retired,8
2522269,NULL,Retired,6
2528139,NULL,Retired,4
2506447,NULL,Retired,7
496996,NULL,Retired,4
2502686,NULL,Retired,4
2514556,NULL,Retired,3
2550347,NULL,Retired,2
2522864,NULL,Retired,3
2524221,NULL,Retired,2
2528328,NULL,Retired,3
2495867,NULL,Retired,10
2506266,NULL,Retired,1
2528207,NULL,Retired,2
2555505,LB,Active,2
2508386,NULL,Retired,1
2507416,NULL,Retired,1
2501025,NULL,Retired,9
71269,WR,Active,9
2504761,NULL,Retired,5
2501912,NULL,Retired,19
2522312,NULL,Retired,2
2524147,NULL,Retired,1
2530963,NULL,Retired,1
2530550,NULL,Retired,1
